code;name;agegroup;population_total;population_m;population_f
096;  Unterfranken;80 bis unter 81;12253;5323;6930
096;  Unterfranken;81 bis unter 82;10976;4799;6177
096;  Unterfranken;82 bis unter 83;10058;4243;5815
096;  Unterfranken;83 bis unter 84;8991;3664;5327
096;  Unterfranken;84 bis unter 85;7777;3148;4629
096;  Unterfranken;85 bis unter 90;24073;8807;15266
096;  Unterfranken;90 bis unter 95;10340;3003;7337
096;  Unterfranken;95 oder älter;2557;518;2039
096;  Unterfranken;Insgesamt;1317124;652896;664228
09761;      Augsburg (Krfr.St);unter 1;2982;1489;1493
09761;      Augsburg (Krfr.St);1 bis unter 2;2996;1539;1457
09761;      Augsburg (Krfr.St);2 bis unter 3;2885;1503;1382
09761;      Augsburg (Krfr.St);3 bis unter 4;2688;1376;1312
09761;      Augsburg (Krfr.St);4 bis unter 5;2695;1320;1375
09761;      Augsburg (Krfr.St);5 bis unter 6;2452;1259;1193
09761;      Augsburg (Krfr.St);6 bis unter 7;2491;1317;1174
09761;      Augsburg (Krfr.St);7 bis unter 8;2274;1164;1110
09761;      Augsburg (Krfr.St);8 bis unter 9;2283;1156;1127
09761;      Augsburg (Krfr.St);9 bis unter 10;2246;1148;1098
09761;      Augsburg (Krfr.St);10 bis unter 11;2391;1219;1172
09761;      Augsburg (Krfr.St);11 bis unter 12;2422;1277;1145
09761;      Augsburg (Krfr.St);12 bis unter 13;2360;1257;1103
09761;      Augsburg (Krfr.St);13 bis unter 14;2382;1224;1158
09761;      Augsburg (Krfr.St);14 bis unter 15;2350;1172;1178
09761;      Augsburg (Krfr.St);15 bis unter 16;2473;1272;1201
09761;      Augsburg (Krfr.St);16 bis unter 17;2373;1195;1178
09761;      Augsburg (Krfr.St);17 bis unter 18;2445;1246;1199
09761;      Augsburg (Krfr.St);18 bis unter 19;2728;1379;1349
09761;      Augsburg (Krfr.St);19 bis unter 20;3327;1665;1662
09761;      Augsburg (Krfr.St);20 bis unter 21;3903;1931;1972
09761;      Augsburg (Krfr.St);21 bis unter 22;4011;1987;2024
09761;      Augsburg (Krfr.St);22 bis unter 23;4410;2164;2246
09761;      Augsburg (Krfr.St);23 bis unter 24;4404;2143;2261
09761;      Augsburg (Krfr.St);24 bis unter 25;4486;2283;2203
09761;      Augsburg (Krfr.St);25 bis unter 26;4980;2496;2484
09761;      Augsburg (Krfr.St);26 bis unter 27;5062;2603;2459
09761;      Augsburg (Krfr.St);27 bis unter 28;5287;2652;2635
09761;      Augsburg (Krfr.St);28 bis unter 29;5257;2758;2499
09761;      Augsburg (Krfr.St);29 bis unter 30;5318;2802;2516
09761;      Augsburg (Krfr.St);30 bis unter 31;5329;2810;2519
09761;      Augsburg (Krfr.St);31 bis unter 32;5037;2707;2330
09761;      Augsburg (Krfr.St);32 bis unter 33;4897;2638;2259
09761;      Augsburg (Krfr.St);33 bis unter 34;4444;2364;2080
09761;      Augsburg (Krfr.St);34 bis unter 35;4265;2233;2032
09761;      Augsburg (Krfr.St);35 bis unter 36;4366;2303;2063
09761;      Augsburg (Krfr.St);36 bis unter 37;4396;2343;2053
09761;      Augsburg (Krfr.St);37 bis unter 38;4286;2237;2049
09761;      Augsburg (Krfr.St);38 bis unter 39;4171;2198;1973
09761;      Augsburg (Krfr.St);39 bis unter 40;3912;2009;1903
09761;      Augsburg (Krfr.St);40 bis unter 41;3790;1934;1856
09761;      Augsburg (Krfr.St);41 bis unter 42;3718;1874;1844
09761;      Augsburg (Krfr.St);42 bis unter 43;3653;1864;1789
09761;      Augsburg (Krfr.St);43 bis unter 44;3593;1842;1751
09761;      Augsburg (Krfr.St);44 bis unter 45;3664;1889;1775
09761;      Augsburg (Krfr.St);45 bis unter 46;3331;1672;1659
09761;      Augsburg (Krfr.St);46 bis unter 47;3649;1867;1782
09761;      Augsburg (Krfr.St);47 bis unter 48;3877;1914;1963
09761;      Augsburg (Krfr.St);48 bis unter 49;3884;1979;1905
09761;      Augsburg (Krfr.St);49 bis unter 50;4057;2128;1929
09761;      Augsburg (Krfr.St);50 bis unter 51;4234;2154;2080
09761;      Augsburg (Krfr.St);51 bis unter 52;4146;2131;2015
09761;      Augsburg (Krfr.St);52 bis unter 53;4126;2107;2019
09761;      Augsburg (Krfr.St);53 bis unter 54;4340;2239;2101
09761;      Augsburg (Krfr.St);54 bis unter 55;4254;2219;2035
09761;      Augsburg (Krfr.St);55 bis unter 56;4119;2111;2008
09761;      Augsburg (Krfr.St);56 bis unter 57;3992;1972;2020
09761;      Augsburg (Krfr.St);57 bis unter 58;3908;1967;1941
09761;      Augsburg (Krfr.St);58 bis unter 59;3866;1892;1974
09761;      Augsburg (Krfr.St);59 bis unter 60;3555;1709;1846
09761;      Augsburg (Krfr.St);60 bis unter 61;3578;1759;1819
09761;      Augsburg (Krfr.St);61 bis unter 62;3439;1697;1742
09761;      Augsburg (Krfr.St);62 bis unter 63;3348;1634;1714
09761;      Augsburg (Krfr.St);63 bis unter 64;3151;1473;1678
09761;      Augsburg (Krfr.St);64 bis unter 65;3073;1399;1674
09761;      Augsburg (Krfr.St);65 bis unter 66;2877;1343;1534
09761;      Augsburg (Krfr.St);66 bis unter 67;2757;1231;1526
09761;      Augsburg (Krfr.St);67 bis unter 68;2780;1230;1550
09761;      Augsburg (Krfr.St);68 bis unter 69;2890;1260;1630
09761;      Augsburg (Krfr.St);69 bis unter 70;2782;1238;1544
09761;      Augsburg (Krfr.St);70 bis unter 71;2552;1147;1405
09761;      Augsburg (Krfr.St);71 bis unter 72;2737;1214;1523
09761;      Augsburg (Krfr.St);72 bis unter 73;2349;1031;1318
09761;      Augsburg (Krfr.St);73 bis unter 74;2048;890;1158
09761;      Augsburg (Krfr.St);74 bis unter 75;2555;1149;1406
09761;      Augsburg (Krfr.St);75 bis unter 76;2439;1121;1318
09761;      Augsburg (Krfr.St);76 bis unter 77;2454;1140;1314
09761;      Augsburg (Krfr.St);77 bis unter 78;2722;1149;1573
09761;      Augsburg (Krfr.St);78 bis unter 79;2715;1157;1558
09761;      Augsburg (Krfr.St);79 bis unter 80;2695;1168;1527
09761;      Augsburg (Krfr.St);80 bis unter 81;2377;972;1405
09761;      Augsburg (Krfr.St);81 bis unter 82;2209;893;1316
09761;      Augsburg (Krfr.St);82 bis unter 83;2013;798;1215
09761;      Augsburg (Krfr.St);83 bis unter 84;1712;651;1061
09761;      Augsburg (Krfr.St);84 bis unter 85;1529;552;977
09761;      Augsburg (Krfr.St);85 bis unter 90;5197;1789;3408
09761;      Augsburg (Krfr.St);90 bis unter 95;2288;634;1654
09761;      Augsburg (Krfr.St);95 oder älter;649;137;512
09761;      Augsburg (Krfr.St);Insgesamt;295135;145158;149977
09762;      Kaufbeuren (Krfr.St);unter 1;407;218;189
09762;      Kaufbeuren (Krfr.St);1 bis unter 2;433;231;202
09762;      Kaufbeuren (Krfr.St);2 bis unter 3;446;230;216
09762;      Kaufbeuren (Krfr.St);3 bis unter 4;408;220;188
09762;      Kaufbeuren (Krfr.St);4 bis unter 5;379;172;207
09762;      Kaufbeuren (Krfr.St);5 bis unter 6;415;215;200
09762;      Kaufbeuren (Krfr.St);6 bis unter 7;370;187;183
09762;      Kaufbeuren (Krfr.St);7 bis unter 8;352;182;170
09762;      Kaufbeuren (Krfr.St);8 bis unter 9;360;172;188
09762;      Kaufbeuren (Krfr.St);9 bis unter 10;382;184;198
09762;      Kaufbeuren (Krfr.St);10 bis unter 11;393;199;194
09762;      Kaufbeuren (Krfr.St);11 bis unter 12;407;211;196
09762;      Kaufbeuren (Krfr.St);12 bis unter 13;367;183;184
09762;      Kaufbeuren (Krfr.St);13 bis unter 14;408;200;208
09762;      Kaufbeuren (Krfr.St);14 bis unter 15;416;233;183
09762;      Kaufbeuren (Krfr.St);15 bis unter 16;395;187;208
09762;      Kaufbeuren (Krfr.St);16 bis unter 17;413;222;191
09762;      Kaufbeuren (Krfr.St);17 bis unter 18;452;241;211
09762;      Kaufbeuren (Krfr.St);18 bis unter 19;456;222;234
09762;      Kaufbeuren (Krfr.St);19 bis unter 20;468;251;217
09762;      Kaufbeuren (Krfr.St);20 bis unter 21;483;258;225
09762;      Kaufbeuren (Krfr.St);21 bis unter 22;481;268;213
09762;      Kaufbeuren (Krfr.St);22 bis unter 23;448;242;206
09762;      Kaufbeuren (Krfr.St);23 bis unter 24;487;272;215
09762;      Kaufbeuren (Krfr.St);24 bis unter 25;491;240;251
09762;      Kaufbeuren (Krfr.St);25 bis unter 26;557;283;274
09762;      Kaufbeuren (Krfr.St);26 bis unter 27;529;276;253
09762;      Kaufbeuren (Krfr.St);27 bis unter 28;530;286;244
09762;      Kaufbeuren (Krfr.St);28 bis unter 29;628;319;309
09762;      Kaufbeuren (Krfr.St);29 bis unter 30;535;269;266
09762;      Kaufbeuren (Krfr.St);30 bis unter 31;560;294;266
09762;      Kaufbeuren (Krfr.St);31 bis unter 32;618;332;286
09762;      Kaufbeuren (Krfr.St);32 bis unter 33;557;304;253
09762;      Kaufbeuren (Krfr.St);33 bis unter 34;591;327;264
09762;      Kaufbeuren (Krfr.St);34 bis unter 35;520;269;251
09762;      Kaufbeuren (Krfr.St);35 bis unter 36;542;292;250
09762;      Kaufbeuren (Krfr.St);36 bis unter 37;541;297;244
09762;      Kaufbeuren (Krfr.St);37 bis unter 38;522;272;250
09762;      Kaufbeuren (Krfr.St);38 bis unter 39;547;287;260
09762;      Kaufbeuren (Krfr.St);39 bis unter 40;515;259;256
09762;      Kaufbeuren (Krfr.St);40 bis unter 41;526;266;260
09762;      Kaufbeuren (Krfr.St);41 bis unter 42;495;264;231
09762;      Kaufbeuren (Krfr.St);42 bis unter 43;487;262;225
09762;      Kaufbeuren (Krfr.St);43 bis unter 44;496;256;240
09762;      Kaufbeuren (Krfr.St);44 bis unter 45;499;249;250
09762;      Kaufbeuren (Krfr.St);45 bis unter 46;487;255;232
09762;      Kaufbeuren (Krfr.St);46 bis unter 47;498;261;237
09762;      Kaufbeuren (Krfr.St);47 bis unter 48;524;224;300
09762;      Kaufbeuren (Krfr.St);48 bis unter 49;560;278;282
09762;      Kaufbeuren (Krfr.St);49 bis unter 50;632;330;302
09762;      Kaufbeuren (Krfr.St);50 bis unter 51;699;348;351
09762;      Kaufbeuren (Krfr.St);51 bis unter 52;627;307;320
09762;      Kaufbeuren (Krfr.St);52 bis unter 53;710;355;355
09762;      Kaufbeuren (Krfr.St);53 bis unter 54;688;341;347
09762;      Kaufbeuren (Krfr.St);54 bis unter 55;729;371;358
09762;      Kaufbeuren (Krfr.St);55 bis unter 56;741;343;398
09762;      Kaufbeuren (Krfr.St);56 bis unter 57;714;357;357
09762;      Kaufbeuren (Krfr.St);57 bis unter 58;720;360;360
09762;      Kaufbeuren (Krfr.St);58 bis unter 59;659;324;335
09762;      Kaufbeuren (Krfr.St);59 bis unter 60;656;323;333
09762;      Kaufbeuren (Krfr.St);60 bis unter 61;615;308;307
09762;      Kaufbeuren (Krfr.St);61 bis unter 62;649;321;328
09762;      Kaufbeuren (Krfr.St);62 bis unter 63;559;261;298
09762;      Kaufbeuren (Krfr.St);63 bis unter 64;546;241;305
09762;      Kaufbeuren (Krfr.St);64 bis unter 65;526;244;282
09762;      Kaufbeuren (Krfr.St);65 bis unter 66;498;254;244
09762;      Kaufbeuren (Krfr.St);66 bis unter 67;520;256;264
09762;      Kaufbeuren (Krfr.St);67 bis unter 68;502;251;251
09762;      Kaufbeuren (Krfr.St);68 bis unter 69;519;238;281
09762;      Kaufbeuren (Krfr.St);69 bis unter 70;492;220;272
09762;      Kaufbeuren (Krfr.St);70 bis unter 71;485;223;262
09762;      Kaufbeuren (Krfr.St);71 bis unter 72;448;189;259
09762;      Kaufbeuren (Krfr.St);72 bis unter 73;351;161;190
09762;      Kaufbeuren (Krfr.St);73 bis unter 74;327;155;172
09762;      Kaufbeuren (Krfr.St);74 bis unter 75;388;186;202
09762;      Kaufbeuren (Krfr.St);75 bis unter 76;422;204;218
09762;      Kaufbeuren (Krfr.St);76 bis unter 77;407;196;211
09762;      Kaufbeuren (Krfr.St);77 bis unter 78;505;219;286
09762;      Kaufbeuren (Krfr.St);78 bis unter 79;519;205;314
09762;      Kaufbeuren (Krfr.St);79 bis unter 80;468;194;274
09762;      Kaufbeuren (Krfr.St);80 bis unter 81;401;193;208
09762;      Kaufbeuren (Krfr.St);81 bis unter 82;375;163;212
09762;      Kaufbeuren (Krfr.St);82 bis unter 83;307;119;188
09762;      Kaufbeuren (Krfr.St);83 bis unter 84;312;121;191
09762;      Kaufbeuren (Krfr.St);84 bis unter 85;250;99;151
09762;      Kaufbeuren (Krfr.St);85 bis unter 90;940;340;600
09762;      Kaufbeuren (Krfr.St);90 bis unter 95;451;135;316
09762;      Kaufbeuren (Krfr.St);95 oder älter;155;34;121
09762;      Kaufbeuren (Krfr.St);Insgesamt;43893;21610;22283
09763;      Kempten (Allgäu) (Krfr.St);unter 1;679;352;327
09763;      Kempten (Allgäu) (Krfr.St);1 bis unter 2;688;350;338
09763;      Kempten (Allgäu) (Krfr.St);2 bis unter 3;724;365;359
09763;      Kempten (Allgäu) (Krfr.St);3 bis unter 4;609;321;288
09763;      Kempten (Allgäu) (Krfr.St);4 bis unter 5;573;292;281
09763;      Kempten (Allgäu) (Krfr.St);5 bis unter 6;581;300;281
09763;      Kempten (Allgäu) (Krfr.St);6 bis unter 7;548;270;278
09763;      Kempten (Allgäu) (Krfr.St);7 bis unter 8;504;272;232
09763;      Kempten (Allgäu) (Krfr.St);8 bis unter 9;557;296;261
09763;      Kempten (Allgäu) (Krfr.St);9 bis unter 10;540;277;263
09763;      Kempten (Allgäu) (Krfr.St);10 bis unter 11;586;319;267
09763;      Kempten (Allgäu) (Krfr.St);11 bis unter 12;572;308;264
09763;      Kempten (Allgäu) (Krfr.St);12 bis unter 13;580;311;269
09763;      Kempten (Allgäu) (Krfr.St);13 bis unter 14;579;298;281
09763;      Kempten (Allgäu) (Krfr.St);14 bis unter 15;567;281;286
09763;      Kempten (Allgäu) (Krfr.St);15 bis unter 16;600;310;290
09763;      Kempten (Allgäu) (Krfr.St);16 bis unter 17;610;323;287
09763;      Kempten (Allgäu) (Krfr.St);17 bis unter 18;613;325;288
09763;      Kempten (Allgäu) (Krfr.St);18 bis unter 19;692;349;343
09763;      Kempten (Allgäu) (Krfr.St);19 bis unter 20;752;368;384
09763;      Kempten (Allgäu) (Krfr.St);20 bis unter 21;868;455;413
09763;      Kempten (Allgäu) (Krfr.St);21 bis unter 22;921;473;448
09763;      Kempten (Allgäu) (Krfr.St);22 bis unter 23;937;479;458
09763;      Kempten (Allgäu) (Krfr.St);23 bis unter 24;1036;539;497
09763;      Kempten (Allgäu) (Krfr.St);24 bis unter 25;1011;540;471
09763;      Kempten (Allgäu) (Krfr.St);25 bis unter 26;1057;557;500
09763;      Kempten (Allgäu) (Krfr.St);26 bis unter 27;1067;539;528
09763;      Kempten (Allgäu) (Krfr.St);27 bis unter 28;1118;622;496
09763;      Kempten (Allgäu) (Krfr.St);28 bis unter 29;1109;615;494
09763;      Kempten (Allgäu) (Krfr.St);29 bis unter 30;1048;596;452
09763;      Kempten (Allgäu) (Krfr.St);30 bis unter 31;1028;544;484
09763;      Kempten (Allgäu) (Krfr.St);31 bis unter 32;989;550;439
09763;      Kempten (Allgäu) (Krfr.St);32 bis unter 33;955;508;447
09763;      Kempten (Allgäu) (Krfr.St);33 bis unter 34;878;457;421
09763;      Kempten (Allgäu) (Krfr.St);34 bis unter 35;879;467;412
09763;      Kempten (Allgäu) (Krfr.St);35 bis unter 36;909;495;414
09763;      Kempten (Allgäu) (Krfr.St);36 bis unter 37;895;472;423
09763;      Kempten (Allgäu) (Krfr.St);37 bis unter 38;943;493;450
09763;      Kempten (Allgäu) (Krfr.St);38 bis unter 39;856;449;407
09763;      Kempten (Allgäu) (Krfr.St);39 bis unter 40;829;409;420
09763;      Kempten (Allgäu) (Krfr.St);40 bis unter 41;819;402;417
09763;      Kempten (Allgäu) (Krfr.St);41 bis unter 42;792;408;384
09763;      Kempten (Allgäu) (Krfr.St);42 bis unter 43;820;423;397
09763;      Kempten (Allgäu) (Krfr.St);43 bis unter 44;778;403;375
09763;      Kempten (Allgäu) (Krfr.St);44 bis unter 45;740;380;360
09763;      Kempten (Allgäu) (Krfr.St);45 bis unter 46;760;417;343
09763;      Kempten (Allgäu) (Krfr.St);46 bis unter 47;855;418;437
09763;      Kempten (Allgäu) (Krfr.St);47 bis unter 48;896;444;452
09763;      Kempten (Allgäu) (Krfr.St);48 bis unter 49;876;431;445
09763;      Kempten (Allgäu) (Krfr.St);49 bis unter 50;956;497;459
09763;      Kempten (Allgäu) (Krfr.St);50 bis unter 51;997;542;455
09763;      Kempten (Allgäu) (Krfr.St);51 bis unter 52;1058;514;544
09763;      Kempten (Allgäu) (Krfr.St);52 bis unter 53;1015;505;510
09763;      Kempten (Allgäu) (Krfr.St);53 bis unter 54;943;466;477
09763;      Kempten (Allgäu) (Krfr.St);54 bis unter 55;989;513;476
09763;      Kempten (Allgäu) (Krfr.St);55 bis unter 56;1012;500;512
09763;      Kempten (Allgäu) (Krfr.St);56 bis unter 57;863;389;474
09763;      Kempten (Allgäu) (Krfr.St);57 bis unter 58;971;477;494
09763;      Kempten (Allgäu) (Krfr.St);58 bis unter 59;925;459;466
09763;      Kempten (Allgäu) (Krfr.St);59 bis unter 60;957;465;492
09763;      Kempten (Allgäu) (Krfr.St);60 bis unter 61;827;400;427
09763;      Kempten (Allgäu) (Krfr.St);61 bis unter 62;906;452;454
09763;      Kempten (Allgäu) (Krfr.St);62 bis unter 63;869;400;469
09763;      Kempten (Allgäu) (Krfr.St);63 bis unter 64;813;369;444
09763;      Kempten (Allgäu) (Krfr.St);64 bis unter 65;717;338;379
09763;      Kempten (Allgäu) (Krfr.St);65 bis unter 66;720;341;379
09763;      Kempten (Allgäu) (Krfr.St);66 bis unter 67;734;347;387
09763;      Kempten (Allgäu) (Krfr.St);67 bis unter 68;739;317;422
09763;      Kempten (Allgäu) (Krfr.St);68 bis unter 69;731;321;410
09763;      Kempten (Allgäu) (Krfr.St);69 bis unter 70;743;346;397
09763;      Kempten (Allgäu) (Krfr.St);70 bis unter 71;743;330;413
09763;      Kempten (Allgäu) (Krfr.St);71 bis unter 72;707;326;381
09763;      Kempten (Allgäu) (Krfr.St);72 bis unter 73;644;303;341
09763;      Kempten (Allgäu) (Krfr.St);73 bis unter 74;571;235;336
09763;      Kempten (Allgäu) (Krfr.St);74 bis unter 75;672;288;384
09763;      Kempten (Allgäu) (Krfr.St);75 bis unter 76;681;303;378
09763;      Kempten (Allgäu) (Krfr.St);76 bis unter 77;632;284;348
09763;      Kempten (Allgäu) (Krfr.St);77 bis unter 78;793;361;432
09763;      Kempten (Allgäu) (Krfr.St);78 bis unter 79;824;380;444
09763;      Kempten (Allgäu) (Krfr.St);79 bis unter 80;744;314;430
09763;      Kempten (Allgäu) (Krfr.St);80 bis unter 81;620;252;368
09763;      Kempten (Allgäu) (Krfr.St);81 bis unter 82;514;231;283
09763;      Kempten (Allgäu) (Krfr.St);82 bis unter 83;482;199;283
09763;      Kempten (Allgäu) (Krfr.St);83 bis unter 84;473;181;292
09763;      Kempten (Allgäu) (Krfr.St);84 bis unter 85;394;175;219
09763;      Kempten (Allgäu) (Krfr.St);85 bis unter 90;1329;515;814
09763;      Kempten (Allgäu) (Krfr.St);90 bis unter 95;607;198;409
09763;      Kempten (Allgäu) (Krfr.St);95 oder älter;169;36;133
09763;      Kempten (Allgäu) (Krfr.St);Insgesamt;68907;34141;34766
09764;      Memmingen (Krfr.St);unter 1;451;222;229
09764;      Memmingen (Krfr.St);1 bis unter 2;418;211;207
09764;      Memmingen (Krfr.St);2 bis unter 3;457;233;224
09764;      Memmingen (Krfr.St);3 bis unter 4;397;195;202
09764;      Memmingen (Krfr.St);4 bis unter 5;406;198;208
09764;      Memmingen (Krfr.St);5 bis unter 6;383;198;185
09764;      Memmingen (Krfr.St);6 bis unter 7;429;207;222
09764;      Memmingen (Krfr.St);7 bis unter 8;338;171;167
09764;      Memmingen (Krfr.St);8 bis unter 9;379;189;190
09764;      Memmingen (Krfr.St);9 bis unter 10;368;198;170
09764;      Memmingen (Krfr.St);10 bis unter 11;373;194;179
09764;      Memmingen (Krfr.St);11 bis unter 12;400;192;208
09764;      Memmingen (Krfr.St);12 bis unter 13;391;184;207
09764;      Memmingen (Krfr.St);13 bis unter 14;392;192;200
09764;      Memmingen (Krfr.St);14 bis unter 15;404;206;198
09764;      Memmingen (Krfr.St);15 bis unter 16;455;228;227
09764;      Memmingen (Krfr.St);16 bis unter 17;413;217;196
09764;      Memmingen (Krfr.St);17 bis unter 18;413;215;198
09764;      Memmingen (Krfr.St);18 bis unter 19;502;275;227
09764;      Memmingen (Krfr.St);19 bis unter 20;464;254;210
09764;      Memmingen (Krfr.St);20 bis unter 21;491;272;219
09764;      Memmingen (Krfr.St);21 bis unter 22;480;240;240
09764;      Memmingen (Krfr.St);22 bis unter 23;463;254;209
09764;      Memmingen (Krfr.St);23 bis unter 24;477;245;232
09764;      Memmingen (Krfr.St);24 bis unter 25;508;268;240
09764;      Memmingen (Krfr.St);25 bis unter 26;551;296;255
09764;      Memmingen (Krfr.St);26 bis unter 27;600;331;269
09764;      Memmingen (Krfr.St);27 bis unter 28;597;302;295
09764;      Memmingen (Krfr.St);28 bis unter 29;602;312;290
09764;      Memmingen (Krfr.St);29 bis unter 30;631;331;300
09764;      Memmingen (Krfr.St);30 bis unter 31;604;339;265
09764;      Memmingen (Krfr.St);31 bis unter 32;576;315;261
09764;      Memmingen (Krfr.St);32 bis unter 33;582;296;286
09764;      Memmingen (Krfr.St);33 bis unter 34;530;273;257
09764;      Memmingen (Krfr.St);34 bis unter 35;521;267;254
09764;      Memmingen (Krfr.St);35 bis unter 36;538;279;259
09764;      Memmingen (Krfr.St);36 bis unter 37;537;283;254
09764;      Memmingen (Krfr.St);37 bis unter 38;569;304;265
09764;      Memmingen (Krfr.St);38 bis unter 39;599;313;286
09764;      Memmingen (Krfr.St);39 bis unter 40;536;261;275
09764;      Memmingen (Krfr.St);40 bis unter 41;534;277;257
09764;      Memmingen (Krfr.St);41 bis unter 42;536;283;253
09764;      Memmingen (Krfr.St);42 bis unter 43;519;272;247
09764;      Memmingen (Krfr.St);43 bis unter 44;519;241;278
09764;      Memmingen (Krfr.St);44 bis unter 45;540;296;244
09764;      Memmingen (Krfr.St);45 bis unter 46;521;270;251
09764;      Memmingen (Krfr.St);46 bis unter 47;500;259;241
09764;      Memmingen (Krfr.St);47 bis unter 48;590;308;282
09764;      Memmingen (Krfr.St);48 bis unter 49;585;287;298
09764;      Memmingen (Krfr.St);49 bis unter 50;615;317;298
09764;      Memmingen (Krfr.St);50 bis unter 51;702;354;348
09764;      Memmingen (Krfr.St);51 bis unter 52;730;417;313
09764;      Memmingen (Krfr.St);52 bis unter 53;677;345;332
09764;      Memmingen (Krfr.St);53 bis unter 54;658;345;313
09764;      Memmingen (Krfr.St);54 bis unter 55;745;369;376
09764;      Memmingen (Krfr.St);55 bis unter 56;675;358;317
09764;      Memmingen (Krfr.St);56 bis unter 57;698;345;353
09764;      Memmingen (Krfr.St);57 bis unter 58;676;335;341
09764;      Memmingen (Krfr.St);58 bis unter 59;673;358;315
09764;      Memmingen (Krfr.St);59 bis unter 60;623;304;319
09764;      Memmingen (Krfr.St);60 bis unter 61;614;290;324
09764;      Memmingen (Krfr.St);61 bis unter 62;575;280;295
09764;      Memmingen (Krfr.St);62 bis unter 63;566;277;289
09764;      Memmingen (Krfr.St);63 bis unter 64;553;276;277
09764;      Memmingen (Krfr.St);64 bis unter 65;519;231;288
09764;      Memmingen (Krfr.St);65 bis unter 66;504;240;264
09764;      Memmingen (Krfr.St);66 bis unter 67;519;228;291
09764;      Memmingen (Krfr.St);67 bis unter 68;485;215;270
09764;      Memmingen (Krfr.St);68 bis unter 69;443;213;230
09764;      Memmingen (Krfr.St);69 bis unter 70;434;206;228
09764;      Memmingen (Krfr.St);70 bis unter 71;403;176;227
09764;      Memmingen (Krfr.St);71 bis unter 72;430;210;220
09764;      Memmingen (Krfr.St);72 bis unter 73;374;159;215
09764;      Memmingen (Krfr.St);73 bis unter 74;321;143;178
09764;      Memmingen (Krfr.St);74 bis unter 75;418;198;220
09764;      Memmingen (Krfr.St);75 bis unter 76;414;189;225
09764;      Memmingen (Krfr.St);76 bis unter 77;394;171;223
09764;      Memmingen (Krfr.St);77 bis unter 78;499;227;272
09764;      Memmingen (Krfr.St);78 bis unter 79;484;197;287
09764;      Memmingen (Krfr.St);79 bis unter 80;453;194;259
09764;      Memmingen (Krfr.St);80 bis unter 81;416;208;208
09764;      Memmingen (Krfr.St);81 bis unter 82;355;141;214
09764;      Memmingen (Krfr.St);82 bis unter 83;261;105;156
09764;      Memmingen (Krfr.St);83 bis unter 84;291;122;169
09764;      Memmingen (Krfr.St);84 bis unter 85;249;101;148
09764;      Memmingen (Krfr.St);85 bis unter 90;820;277;543
09764;      Memmingen (Krfr.St);90 bis unter 95;381;108;273
09764;      Memmingen (Krfr.St);95 oder älter;121;28;93
09764;      Memmingen (Krfr.St);Insgesamt;43837;21710;22127
KS097;    Kreisfreie Städte Schwaben;unter 1;4519;2281;2238
KS097;    Kreisfreie Städte Schwaben;1 bis unter 2;4535;2331;2204
KS097;    Kreisfreie Städte Schwaben;2 bis unter 3;4512;2331;2181
KS097;    Kreisfreie Städte Schwaben;3 bis unter 4;4102;2112;1990
KS097;    Kreisfreie Städte Schwaben;4 bis unter 5;4053;1982;2071
KS097;    Kreisfreie Städte Schwaben;5 bis unter 6;3831;1972;1859
KS097;    Kreisfreie Städte Schwaben;6 bis unter 7;3838;1981;1857
KS097;    Kreisfreie Städte Schwaben;7 bis unter 8;3468;1789;1679
KS097;    Kreisfreie Städte Schwaben;8 bis unter 9;3579;1813;1766
KS097;    Kreisfreie Städte Schwaben;9 bis unter 10;3536;1807;1729
KS097;    Kreisfreie Städte Schwaben;10 bis unter 11;3743;1931;1812
KS097;    Kreisfreie Städte Schwaben;11 bis unter 12;3801;1988;1813
KS097;    Kreisfreie Städte Schwaben;12 bis unter 13;3698;1935;1763
KS097;    Kreisfreie Städte Schwaben;13 bis unter 14;3761;1914;1847
KS097;    Kreisfreie Städte Schwaben;14 bis unter 15;3737;1892;1845
KS097;    Kreisfreie Städte Schwaben;15 bis unter 16;3923;1997;1926
KS097;    Kreisfreie Städte Schwaben;16 bis unter 17;3809;1957;1852
KS097;    Kreisfreie Städte Schwaben;17 bis unter 18;3923;2027;1896
KS097;    Kreisfreie Städte Schwaben;18 bis unter 19;4378;2225;2153
KS097;    Kreisfreie Städte Schwaben;19 bis unter 20;5011;2538;2473
KS097;    Kreisfreie Städte Schwaben;20 bis unter 21;5745;2916;2829
KS097;    Kreisfreie Städte Schwaben;21 bis unter 22;5893;2968;2925
KS097;    Kreisfreie Städte Schwaben;22 bis unter 23;6258;3139;3119
KS097;    Kreisfreie Städte Schwaben;23 bis unter 24;6404;3199;3205
KS097;    Kreisfreie Städte Schwaben;24 bis unter 25;6496;3331;3165
KS097;    Kreisfreie Städte Schwaben;25 bis unter 26;7145;3632;3513
KS097;    Kreisfreie Städte Schwaben;26 bis unter 27;7258;3749;3509
KS097;    Kreisfreie Städte Schwaben;27 bis unter 28;7532;3862;3670
KS097;    Kreisfreie Städte Schwaben;28 bis unter 29;7596;4004;3592
KS097;    Kreisfreie Städte Schwaben;29 bis unter 30;7532;3998;3534
KS097;    Kreisfreie Städte Schwaben;30 bis unter 31;7521;3987;3534
KS097;    Kreisfreie Städte Schwaben;31 bis unter 32;7220;3904;3316
KS097;    Kreisfreie Städte Schwaben;32 bis unter 33;6991;3746;3245
