code;name;nationality;agegroup;population_total;population_m;population_f
09189;      Traunstein (Lkr);Insgesamt;unter 6;9568;4868;4700
09189;      Traunstein (Lkr);Insgesamt;6 bis unter 15;14072;7127;6945
09189;      Traunstein (Lkr);Insgesamt;15 bis unter 18;5065;2672;2393
09189;      Traunstein (Lkr);Insgesamt;18 bis unter 25;13656;7326;6330
09189;      Traunstein (Lkr);Insgesamt;25 bis unter 30;10637;5557;5080
09189;      Traunstein (Lkr);Insgesamt;30 bis unter 40;20717;10738;9979
09189;      Traunstein (Lkr);Insgesamt;40 bis unter 50;22050;11020;11030
09189;      Traunstein (Lkr);Insgesamt;50 bis unter 65;41191;20376;20815
09189;      Traunstein (Lkr);Insgesamt;65 oder älter;40133;17880;22253
09189;      Traunstein (Lkr);Insgesamt;Insgesamt;177089;87564;89525
09189;      Traunstein (Lkr);Deutsche;unter 6;8645;4400;4245
09189;      Traunstein (Lkr);Deutsche;6 bis unter 15;12953;6551;6402
09189;      Traunstein (Lkr);Deutsche;15 bis unter 18;4692;2480;2212
09189;      Traunstein (Lkr);Deutsche;18 bis unter 25;11694;6092;5602
09189;      Traunstein (Lkr);Deutsche;25 bis unter 30;8848;4543;4305
09189;      Traunstein (Lkr);Deutsche;30 bis unter 40;17098;8757;8341
09189;      Traunstein (Lkr);Deutsche;40 bis unter 50;18543;9116;9427
09189;      Traunstein (Lkr);Deutsche;50 bis unter 65;38213;18848;19365
09189;      Traunstein (Lkr);Deutsche;65 oder älter;38428;17038;21390
09189;      Traunstein (Lkr);Deutsche;Insgesamt;159114;77825;81289
09189;      Traunstein (Lkr);Ausländer;unter 6;923;468;455
09189;      Traunstein (Lkr);Ausländer;6 bis unter 15;1119;576;543
09189;      Traunstein (Lkr);Ausländer;15 bis unter 18;373;192;181
09189;      Traunstein (Lkr);Ausländer;18 bis unter 25;1962;1234;728
09189;      Traunstein (Lkr);Ausländer;25 bis unter 30;1789;1014;775
09189;      Traunstein (Lkr);Ausländer;30 bis unter 40;3619;1981;1638
09189;      Traunstein (Lkr);Ausländer;40 bis unter 50;3507;1904;1603
09189;      Traunstein (Lkr);Ausländer;50 bis unter 65;2978;1528;1450
09189;      Traunstein (Lkr);Ausländer;65 oder älter;1705;842;863
09189;      Traunstein (Lkr);Ausländer;Insgesamt;17975;9739;8236
09190;      Weilheim-Schongau (Lkr);Insgesamt;unter 6;7812;3983;3829
09190;      Weilheim-Schongau (Lkr);Insgesamt;6 bis unter 15;11395;5859;5536
09190;      Weilheim-Schongau (Lkr);Insgesamt;15 bis unter 18;4167;2158;2009
09190;      Weilheim-Schongau (Lkr);Insgesamt;18 bis unter 25;10292;5557;4735
09190;      Weilheim-Schongau (Lkr);Insgesamt;25 bis unter 30;7699;4094;3605
09190;      Weilheim-Schongau (Lkr);Insgesamt;30 bis unter 40;15908;8109;7799
09190;      Weilheim-Schongau (Lkr);Insgesamt;40 bis unter 50;17012;8387;8625
09190;      Weilheim-Schongau (Lkr);Insgesamt;50 bis unter 65;31884;15855;16029
09190;      Weilheim-Schongau (Lkr);Insgesamt;65 oder älter;29179;13319;15860
09190;      Weilheim-Schongau (Lkr);Insgesamt;Insgesamt;135348;67321;68027
09190;      Weilheim-Schongau (Lkr);Deutsche;unter 6;7207;3660;3547
09190;      Weilheim-Schongau (Lkr);Deutsche;6 bis unter 15;10661;5476;5185
09190;      Weilheim-Schongau (Lkr);Deutsche;15 bis unter 18;3870;1993;1877
09190;      Weilheim-Schongau (Lkr);Deutsche;18 bis unter 25;8803;4640;4163
09190;      Weilheim-Schongau (Lkr);Deutsche;25 bis unter 30;6382;3297;3085
09190;      Weilheim-Schongau (Lkr);Deutsche;30 bis unter 40;13334;6649;6685
09190;      Weilheim-Schongau (Lkr);Deutsche;40 bis unter 50;14486;7100;7386
09190;      Weilheim-Schongau (Lkr);Deutsche;50 bis unter 65;29662;14675;14987
09190;      Weilheim-Schongau (Lkr);Deutsche;65 oder älter;27954;12703;15251
09190;      Weilheim-Schongau (Lkr);Deutsche;Insgesamt;122359;60193;62166
09190;      Weilheim-Schongau (Lkr);Ausländer;unter 6;605;323;282
09190;      Weilheim-Schongau (Lkr);Ausländer;6 bis unter 15;734;383;351
09190;      Weilheim-Schongau (Lkr);Ausländer;15 bis unter 18;297;165;132
09190;      Weilheim-Schongau (Lkr);Ausländer;18 bis unter 25;1489;917;572
09190;      Weilheim-Schongau (Lkr);Ausländer;25 bis unter 30;1317;797;520
09190;      Weilheim-Schongau (Lkr);Ausländer;30 bis unter 40;2574;1460;1114
09190;      Weilheim-Schongau (Lkr);Ausländer;40 bis unter 50;2526;1287;1239
09190;      Weilheim-Schongau (Lkr);Ausländer;50 bis unter 65;2222;1180;1042
09190;      Weilheim-Schongau (Lkr);Ausländer;65 oder älter;1225;616;609
09190;      Weilheim-Schongau (Lkr);Ausländer;Insgesamt;12989;7128;5861
LK091;    Landkreise Oberbayern;Insgesamt;unter 6;176983;90438;86545
LK091;    Landkreise Oberbayern;Insgesamt;6 bis unter 15;257757;132728;125029
LK091;    Landkreise Oberbayern;Insgesamt;15 bis unter 18;89663;46074;43589
LK091;    Landkreise Oberbayern;Insgesamt;18 bis unter 25;236059;127120;108939
LK091;    Landkreise Oberbayern;Insgesamt;25 bis unter 30;178958;95180;83778
LK091;    Landkreise Oberbayern;Insgesamt;30 bis unter 40;375378;191319;184059
LK091;    Landkreise Oberbayern;Insgesamt;40 bis unter 50;403737;202985;200752
LK091;    Landkreise Oberbayern;Insgesamt;50 bis unter 65;682123;341505;340618
LK091;    Landkreise Oberbayern;Insgesamt;65 oder älter;613692;273547;340145
LK091;    Landkreise Oberbayern;Insgesamt;Insgesamt;3014350;1500896;1513454
LK091;    Landkreise Oberbayern;Deutsche;unter 6;156671;79927;76744
LK091;    Landkreise Oberbayern;Deutsche;6 bis unter 15;233633;120239;113394
LK091;    Landkreise Oberbayern;Deutsche;15 bis unter 18;81971;42006;39965
LK091;    Landkreise Oberbayern;Deutsche;18 bis unter 25;194540;102188;92352
LK091;    Landkreise Oberbayern;Deutsche;25 bis unter 30;137319;71371;65948
LK091;    Landkreise Oberbayern;Deutsche;30 bis unter 40;290674;145006;145668
LK091;    Landkreise Oberbayern;Deutsche;40 bis unter 50;326744;161905;164839
LK091;    Landkreise Oberbayern;Deutsche;50 bis unter 65;617852;307410;310442
LK091;    Landkreise Oberbayern;Deutsche;65 oder älter;581530;257851;323679
LK091;    Landkreise Oberbayern;Deutsche;Insgesamt;2620934;1287903;1333031
LK091;    Landkreise Oberbayern;Ausländer;unter 6;20312;10511;9801
LK091;    Landkreise Oberbayern;Ausländer;6 bis unter 15;24124;12489;11635
LK091;    Landkreise Oberbayern;Ausländer;15 bis unter 18;7692;4068;3624
LK091;    Landkreise Oberbayern;Ausländer;18 bis unter 25;41519;24932;16587
LK091;    Landkreise Oberbayern;Ausländer;25 bis unter 30;41639;23809;17830
LK091;    Landkreise Oberbayern;Ausländer;30 bis unter 40;84704;46313;38391
LK091;    Landkreise Oberbayern;Ausländer;40 bis unter 50;76993;41080;35913
LK091;    Landkreise Oberbayern;Ausländer;50 bis unter 65;64271;34095;30176
LK091;    Landkreise Oberbayern;Ausländer;65 oder älter;32162;15696;16466
LK091;    Landkreise Oberbayern;Ausländer;Insgesamt;393416;212993;180423
091;  Oberbayern;Insgesamt;unter 6;281943;144076;137867
091;  Oberbayern;Insgesamt;6 bis unter 15;380292;195364;184928
091;  Oberbayern;Insgesamt;15 bis unter 18;127489;65682;61807
091;  Oberbayern;Insgesamt;18 bis unter 25;370628;195566;175062
091;  Oberbayern;Insgesamt;25 bis unter 30;328862;168707;160155
091;  Oberbayern;Insgesamt;30 bis unter 40;663562;336098;327464
091;  Oberbayern;Insgesamt;40 bis unter 50;631359;317671;313688
091;  Oberbayern;Insgesamt;50 bis unter 65;991176;494799;496377
091;  Oberbayern;Insgesamt;65 oder älter;910852;400814;510038
091;  Oberbayern;Insgesamt;Insgesamt;4686163;2318777;2367386
091;  Oberbayern;Deutsche;unter 6;242852;123918;118934
091;  Oberbayern;Deutsche;6 bis unter 15;334976;171949;163027
091;  Oberbayern;Deutsche;15 bis unter 18;112522;57810;54712
091;  Oberbayern;Deutsche;18 bis unter 25;279961;143803;136158
091;  Oberbayern;Deutsche;25 bis unter 30;235613;118390;117223
091;  Oberbayern;Deutsche;30 bis unter 40;487326;244259;243067
091;  Oberbayern;Deutsche;40 bis unter 50;482117;241417;240700
091;  Oberbayern;Deutsche;50 bis unter 65;862721;428861;433860
091;  Oberbayern;Deutsche;65 oder älter;833422;363140;470282
091;  Oberbayern;Deutsche;Insgesamt;3871510;1893547;1977963
091;  Oberbayern;Ausländer;unter 6;39091;20158;18933
091;  Oberbayern;Ausländer;6 bis unter 15;45316;23415;21901
091;  Oberbayern;Ausländer;15 bis unter 18;14967;7872;7095
091;  Oberbayern;Ausländer;18 bis unter 25;90667;51763;38904
091;  Oberbayern;Ausländer;25 bis unter 30;93249;50317;42932
091;  Oberbayern;Ausländer;30 bis unter 40;176236;91839;84397
091;  Oberbayern;Ausländer;40 bis unter 50;149242;76254;72988
091;  Oberbayern;Ausländer;50 bis unter 65;128455;65938;62517
091;  Oberbayern;Ausländer;65 oder älter;77430;37674;39756
091;  Oberbayern;Ausländer;Insgesamt;814653;425230;389423
09261;      Landshut (Krfr.St);Insgesamt;unter 6;3962;2013;1949
09261;      Landshut (Krfr.St);Insgesamt;6 bis unter 15;5440;2778;2662
09261;      Landshut (Krfr.St);Insgesamt;15 bis unter 18;1801;916;885
09261;      Landshut (Krfr.St);Insgesamt;18 bis unter 25;6087;3178;2909
09261;      Landshut (Krfr.St);Insgesamt;25 bis unter 30;5672;2969;2703
09261;      Landshut (Krfr.St);Insgesamt;30 bis unter 40;10162;5204;4958
09261;      Landshut (Krfr.St);Insgesamt;40 bis unter 50;9683;4879;4804
09261;      Landshut (Krfr.St);Insgesamt;50 bis unter 65;14797;7273;7524
09261;      Landshut (Krfr.St);Insgesamt;65 oder älter;14800;6193;8607
09261;      Landshut (Krfr.St);Insgesamt;Insgesamt;72404;35403;37001
09261;      Landshut (Krfr.St);Deutsche;unter 6;3206;1629;1577
09261;      Landshut (Krfr.St);Deutsche;6 bis unter 15;4549;2340;2209
09261;      Landshut (Krfr.St);Deutsche;15 bis unter 18;1507;763;744
09261;      Landshut (Krfr.St);Deutsche;18 bis unter 25;4487;2206;2281
09261;      Landshut (Krfr.St);Deutsche;25 bis unter 30;4053;2036;2017
09261;      Landshut (Krfr.St);Deutsche;30 bis unter 40;7090;3509;3581
09261;      Landshut (Krfr.St);Deutsche;40 bis unter 50;7106;3502;3604
09261;      Landshut (Krfr.St);Deutsche;50 bis unter 65;12871;6240;6631
09261;      Landshut (Krfr.St);Deutsche;65 oder älter;13879;5788;8091
09261;      Landshut (Krfr.St);Deutsche;Insgesamt;58748;28013;30735
09261;      Landshut (Krfr.St);Ausländer;unter 6;756;384;372
09261;      Landshut (Krfr.St);Ausländer;6 bis unter 15;891;438;453
09261;      Landshut (Krfr.St);Ausländer;15 bis unter 18;294;153;141
09261;      Landshut (Krfr.St);Ausländer;18 bis unter 25;1600;972;628
09261;      Landshut (Krfr.St);Ausländer;25 bis unter 30;1619;933;686
09261;      Landshut (Krfr.St);Ausländer;30 bis unter 40;3072;1695;1377
09261;      Landshut (Krfr.St);Ausländer;40 bis unter 50;2577;1377;1200
09261;      Landshut (Krfr.St);Ausländer;50 bis unter 65;1926;1033;893
09261;      Landshut (Krfr.St);Ausländer;65 oder älter;921;405;516
09261;      Landshut (Krfr.St);Ausländer;Insgesamt;13656;7390;6266
09262;      Passau (Krfr.St);Insgesamt;unter 6;2367;1186;1181
09262;      Passau (Krfr.St);Insgesamt;6 bis unter 15;3224;1619;1605
09262;      Passau (Krfr.St);Insgesamt;15 bis unter 18;1188;606;582
09262;      Passau (Krfr.St);Insgesamt;18 bis unter 25;6529;3081;3448
09262;      Passau (Krfr.St);Insgesamt;25 bis unter 30;5064;2671;2393
09262;      Passau (Krfr.St);Insgesamt;30 bis unter 40;7056;3735;3321
09262;      Passau (Krfr.St);Insgesamt;40 bis unter 50;5635;2857;2778
09262;      Passau (Krfr.St);Insgesamt;50 bis unter 65;10188;4963;5225
09262;      Passau (Krfr.St);Insgesamt;65 oder älter;11218;4626;6592
09262;      Passau (Krfr.St);Insgesamt;Insgesamt;52469;25344;27125
09262;      Passau (Krfr.St);Deutsche;unter 6;1919;957;962
09262;      Passau (Krfr.St);Deutsche;6 bis unter 15;2736;1354;1382
09262;      Passau (Krfr.St);Deutsche;15 bis unter 18;1046;524;522
09262;      Passau (Krfr.St);Deutsche;18 bis unter 25;5090;2287;2803
09262;      Passau (Krfr.St);Deutsche;25 bis unter 30;3669;1875;1794
09262;      Passau (Krfr.St);Deutsche;30 bis unter 40;5499;2886;2613
09262;      Passau (Krfr.St);Deutsche;40 bis unter 50;4467;2225;2242
09262;      Passau (Krfr.St);Deutsche;50 bis unter 65;9186;4420;4766
09262;      Passau (Krfr.St);Deutsche;65 oder älter;10635;4345;6290
09262;      Passau (Krfr.St);Deutsche;Insgesamt;44247;20873;23374
09262;      Passau (Krfr.St);Ausländer;unter 6;448;229;219
09262;      Passau (Krfr.St);Ausländer;6 bis unter 15;488;265;223
09262;      Passau (Krfr.St);Ausländer;15 bis unter 18;142;82;60
09262;      Passau (Krfr.St);Ausländer;18 bis unter 25;1439;794;645
09262;      Passau (Krfr.St);Ausländer;25 bis unter 30;1395;796;599
09262;      Passau (Krfr.St);Ausländer;30 bis unter 40;1557;849;708
09262;      Passau (Krfr.St);Ausländer;40 bis unter 50;1168;632;536
09262;      Passau (Krfr.St);Ausländer;50 bis unter 65;1002;543;459
09262;      Passau (Krfr.St);Ausländer;65 oder älter;583;281;302
09262;      Passau (Krfr.St);Ausländer;Insgesamt;8222;4471;3751
09263;      Straubing (Krfr.St);Insgesamt;unter 6;2379;1220;1159
09263;      Straubing (Krfr.St);Insgesamt;6 bis unter 15;3364;1755;1609
09263;      Straubing (Krfr.St);Insgesamt;15 bis unter 18;1164;609;555
09263;      Straubing (Krfr.St);Insgesamt;18 bis unter 25;3758;1985;1773
09263;      Straubing (Krfr.St);Insgesamt;25 bis unter 30;3650;2082;1568
09263;      Straubing (Krfr.St);Insgesamt;30 bis unter 40;6440;3494;2946
09263;      Straubing (Krfr.St);Insgesamt;40 bis unter 50;6187;3269;2918
09263;      Straubing (Krfr.St);Insgesamt;50 bis unter 65;10680;5374;5306
09263;      Straubing (Krfr.St);Insgesamt;65 oder älter;10172;4329;5843
09263;      Straubing (Krfr.St);Insgesamt;Insgesamt;47794;24117;23677
09263;      Straubing (Krfr.St);Deutsche;unter 6;1848;962;886
09263;      Straubing (Krfr.St);Deutsche;6 bis unter 15;2809;1498;1311
09263;      Straubing (Krfr.St);Deutsche;15 bis unter 18;996;517;479
09263;      Straubing (Krfr.St);Deutsche;18 bis unter 25;2777;1361;1416
09263;      Straubing (Krfr.St);Deutsche;25 bis unter 30;2671;1457;1214
09263;      Straubing (Krfr.St);Deutsche;30 bis unter 40;4835;2566;2269
09263;      Straubing (Krfr.St);Deutsche;40 bis unter 50;4651;2466;2185
09263;      Straubing (Krfr.St);Deutsche;50 bis unter 65;9636;4822;4814
09263;      Straubing (Krfr.St);Deutsche;65 oder älter;9748;4154;5594
09263;      Straubing (Krfr.St);Deutsche;Insgesamt;39971;19803;20168
09263;      Straubing (Krfr.St);Ausländer;unter 6;531;258;273
09263;      Straubing (Krfr.St);Ausländer;6 bis unter 15;555;257;298
09263;      Straubing (Krfr.St);Ausländer;15 bis unter 18;168;92;76
09263;      Straubing (Krfr.St);Ausländer;18 bis unter 25;981;624;357
09263;      Straubing (Krfr.St);Ausländer;25 bis unter 30;979;625;354
09263;      Straubing (Krfr.St);Ausländer;30 bis unter 40;1605;928;677
09263;      Straubing (Krfr.St);Ausländer;40 bis unter 50;1536;803;733
09263;      Straubing (Krfr.St);Ausländer;50 bis unter 65;1044;552;492
09263;      Straubing (Krfr.St);Ausländer;65 oder älter;424;175;249
09263;      Straubing (Krfr.St);Ausländer;Insgesamt;7823;4314;3509
KS092;    Kreisfreie Städte Niederbayern;Insgesamt;unter 6;8708;4419;4289
KS092;    Kreisfreie Städte Niederbayern;Insgesamt;6 bis unter 15;12028;6152;5876
KS092;    Kreisfreie Städte Niederbayern;Insgesamt;15 bis unter 18;4153;2131;2022
KS092;    Kreisfreie Städte Niederbayern;Insgesamt;18 bis unter 25;16374;8244;8130
KS092;    Kreisfreie Städte Niederbayern;Insgesamt;25 bis unter 30;14386;7722;6664
KS092;    Kreisfreie Städte Niederbayern;Insgesamt;30 bis unter 40;23658;12433;11225
KS092;    Kreisfreie Städte Niederbayern;Insgesamt;40 bis unter 50;21505;11005;10500
KS092;    Kreisfreie Städte Niederbayern;Insgesamt;50 bis unter 65;35665;17610;18055
KS092;    Kreisfreie Städte Niederbayern;Insgesamt;65 oder älter;36190;15148;21042
KS092;    Kreisfreie Städte Niederbayern;Insgesamt;Insgesamt;172667;84864;87803
KS092;    Kreisfreie Städte Niederbayern;Deutsche;unter 6;6973;3548;3425
KS092;    Kreisfreie Städte Niederbayern;Deutsche;6 bis unter 15;10094;5192;4902
KS092;    Kreisfreie Städte Niederbayern;Deutsche;15 bis unter 18;3549;1804;1745
KS092;    Kreisfreie Städte Niederbayern;Deutsche;18 bis unter 25;12354;5854;6500
KS092;    Kreisfreie Städte Niederbayern;Deutsche;25 bis unter 30;10393;5368;5025
KS092;    Kreisfreie Städte Niederbayern;Deutsche;30 bis unter 40;17424;8961;8463
KS092;    Kreisfreie Städte Niederbayern;Deutsche;40 bis unter 50;16224;8193;8031
KS092;    Kreisfreie Städte Niederbayern;Deutsche;50 bis unter 65;31693;15482;16211
KS092;    Kreisfreie Städte Niederbayern;Deutsche;65 oder älter;34262;14287;19975
KS092;    Kreisfreie Städte Niederbayern;Deutsche;Insgesamt;142966;68689;74277
KS092;    Kreisfreie Städte Niederbayern;Ausländer;unter 6;1735;871;864
KS092;    Kreisfreie Städte Niederbayern;Ausländer;6 bis unter 15;1934;960;974
KS092;    Kreisfreie Städte Niederbayern;Ausländer;15 bis unter 18;604;327;277
KS092;    Kreisfreie Städte Niederbayern;Ausländer;18 bis unter 25;4020;2390;1630
KS092;    Kreisfreie Städte Niederbayern;Ausländer;25 bis unter 30;3993;2354;1639
KS092;    Kreisfreie Städte Niederbayern;Ausländer;30 bis unter 40;6234;3472;2762
KS092;    Kreisfreie Städte Niederbayern;Ausländer;40 bis unter 50;5281;2812;2469
KS092;    Kreisfreie Städte Niederbayern;Ausländer;50 bis unter 65;3972;2128;1844
KS092;    Kreisfreie Städte Niederbayern;Ausländer;65 oder älter;1928;861;1067
KS092;    Kreisfreie Städte Niederbayern;Ausländer;Insgesamt;29701;16175;13526
09271;      Deggendorf (Lkr);Insgesamt;unter 6;6167;3157;3010
09271;      Deggendorf (Lkr);Insgesamt;6 bis unter 15;9286;4732;4554
09271;      Deggendorf (Lkr);Insgesamt;15 bis unter 18;3479;1816;1663
09271;      Deggendorf (Lkr);Insgesamt;18 bis unter 25;10047;5413;4634
09271;      Deggendorf (Lkr);Insgesamt;25 bis unter 30;7650;4093;3557
09271;      Deggendorf (Lkr);Insgesamt;30 bis unter 40;14670;7632;7038
09271;      Deggendorf (Lkr);Insgesamt;40 bis unter 50;15446;7847;7599
09271;      Deggendorf (Lkr);Insgesamt;50 bis unter 65;28322;14115;14207
09271;      Deggendorf (Lkr);Insgesamt;65 oder älter;24259;10742;13517
09271;      Deggendorf (Lkr);Insgesamt;Insgesamt;119326;59547;59779
09271;      Deggendorf (Lkr);Deutsche;unter 6;5483;2783;2700
09271;      Deggendorf (Lkr);Deutsche;6 bis unter 15;8530;4357;4173
09271;      Deggendorf (Lkr);Deutsche;15 bis unter 18;3220;1671;1549
09271;      Deggendorf (Lkr);Deutsche;18 bis unter 25;8548;4481;4067
09271;      Deggendorf (Lkr);Deutsche;25 bis unter 30;6378;3328;3050
09271;      Deggendorf (Lkr);Deutsche;30 bis unter 40;12326;6325;6001
09271;      Deggendorf (Lkr);Deutsche;40 bis unter 50;13377;6676;6701
09271;      Deggendorf (Lkr);Deutsche;50 bis unter 65;26898;13298;13600
09271;      Deggendorf (Lkr);Deutsche;65 oder älter;23709;10483;13226
09271;      Deggendorf (Lkr);Deutsche;Insgesamt;108469;53402;55067
09271;      Deggendorf (Lkr);Ausländer;unter 6;684;374;310
09271;      Deggendorf (Lkr);Ausländer;6 bis unter 15;756;375;381
09271;      Deggendorf (Lkr);Ausländer;15 bis unter 18;259;145;114
09271;      Deggendorf (Lkr);Ausländer;18 bis unter 25;1499;932;567
09271;      Deggendorf (Lkr);Ausländer;25 bis unter 30;1272;765;507
09271;      Deggendorf (Lkr);Ausländer;30 bis unter 40;2344;1307;1037
09271;      Deggendorf (Lkr);Ausländer;40 bis unter 50;2069;1171;898
09271;      Deggendorf (Lkr);Ausländer;50 bis unter 65;1424;817;607
09271;      Deggendorf (Lkr);Ausländer;65 oder älter;550;259;291
09271;      Deggendorf (Lkr);Ausländer;Insgesamt;10857;6145;4712
09272;      Freyung-Grafenau (Lkr);Insgesamt;unter 6;3965;2005;1960
09272;      Freyung-Grafenau (Lkr);Insgesamt;6 bis unter 15;5611;2885;2726
09272;      Freyung-Grafenau (Lkr);Insgesamt;15 bis unter 18;2393;1263;1130
09272;      Freyung-Grafenau (Lkr);Insgesamt;18 bis unter 25;6127;3283;2844
09272;      Freyung-Grafenau (Lkr);Insgesamt;25 bis unter 30;4540;2391;2149
09272;      Freyung-Grafenau (Lkr);Insgesamt;30 bis unter 40;8739;4497;4242
09272;      Freyung-Grafenau (Lkr);Insgesamt;40 bis unter 50;9945;5002;4943
09272;      Freyung-Grafenau (Lkr);Insgesamt;50 bis unter 65;20065;10053;10012
09272;      Freyung-Grafenau (Lkr);Insgesamt;65 oder älter;16970;7724;9246
09272;      Freyung-Grafenau (Lkr);Insgesamt;Insgesamt;78355;39103;39252
09272;      Freyung-Grafenau (Lkr);Deutsche;unter 6;3705;1870;1835
09272;      Freyung-Grafenau (Lkr);Deutsche;6 bis unter 15;5333;2729;2604
09272;      Freyung-Grafenau (Lkr);Deutsche;15 bis unter 18;2298;1200;1098
09272;      Freyung-Grafenau (Lkr);Deutsche;18 bis unter 25;5737;3008;2729
09272;      Freyung-Grafenau (Lkr);Deutsche;25 bis unter 30;4178;2185;1993
09272;      Freyung-Grafenau (Lkr);Deutsche;30 bis unter 40;7942;4052;3890
09272;      Freyung-Grafenau (Lkr);Deutsche;40 bis unter 50;9182;4597;4585
09272;      Freyung-Grafenau (Lkr);Deutsche;50 bis unter 65;19428;9737;9691
09272;      Freyung-Grafenau (Lkr);Deutsche;65 oder älter;16680;7585;9095
09272;      Freyung-Grafenau (Lkr);Deutsche;Insgesamt;74483;36963;37520
09272;      Freyung-Grafenau (Lkr);Ausländer;unter 6;260;135;125
09161;      Freyung-Grafenau (Lkr);Ausländer;6 bis unter 15;278;156;122
09161;      Freyung-Grafenau (Lkr);Ausländer;15 bis unter 18;95;63;32
09161;      Freyung-Grafenau (Lkr);Ausländer;18 bis unter 25;390;275;115
09161;      Freyung-Grafenau (Lkr);Ausländer;25 bis unter 30;362;206;156
09161;      Freyung-Grafenau (Lkr);Ausländer;30 bis unter 40;797;445;352
09161;      Freyung-Grafenau (Lkr);Ausländer;40 bis unter 50;763;405;358
09161;      Freyung-Grafenau (Lkr);Ausländer;50 bis unter 65;637;316;321
09161;      Freyung-Grafenau (Lkr);Ausländer;65 oder älter;290;139;151
09161;      Freyung-Grafenau (Lkr);Ausländer;Insgesamt;3872;2140;1732
09161;      Kelheim (Lkr);Insgesamt;unter 6;7140;3679;3461
09161;      Kelheim (Lkr);Insgesamt;6 bis unter 15;10563;5419;5144
09161;      Kelheim (Lkr);Insgesamt;15 bis unter 18;3783;1918;1865
09161;      Kelheim (Lkr);Insgesamt;18 bis unter 25;10047;5438;4609
09161;      Kelheim (Lkr);Insgesamt;25 bis unter 30;7733;4203;3530
09161;      Kelheim (Lkr);Insgesamt;30 bis unter 40;15731;8300;7431
09161;      Kelheim (Lkr);Insgesamt;40 bis unter 50;16593;8563;8030
09161;      Kelheim (Lkr);Insgesamt;50 bis unter 65;27966;14402;13564
09161;      Kelheim (Lkr);Insgesamt;65 oder älter;22702;10215;12487
09161;      Kelheim (Lkr);Insgesamt;Insgesamt;122258;62137;60121
09161;      Kelheim (Lkr);Deutsche;unter 6;6206;3220;2986
09161;      Kelheim (Lkr);Deutsche;6 bis unter 15;9370;4779;4591
09161;      Kelheim (Lkr);Deutsche;15 bis unter 18;3394;1700;1694
09161;      Kelheim (Lkr);Deutsche;18 bis unter 25;8297;4363;3934
09161;      Kelheim (Lkr);Deutsche;25 bis unter 30;5956;3165;2791
09161;      Kelheim (Lkr);Deutsche;30 bis unter 40;12242;6259;5983
09161;      Kelheim (Lkr);Deutsche;40 bis unter 50;13671;6896;6775
09161;      Kelheim (Lkr);Deutsche;50 bis unter 65;26025;13245;12780
09161;      Kelheim (Lkr);Deutsche;65 oder älter;21942;9819;12123
09161;      Kelheim (Lkr);Deutsche;Insgesamt;107103;53446;53657
09161;      Kelheim (Lkr);Ausländer;unter 6;934;459;475
09162;      Kelheim (Lkr);Ausländer;6 bis unter 15;1193;640;553
09162;      Kelheim (Lkr);Ausländer;15 bis unter 18;389;218;171
09162;      Kelheim (Lkr);Ausländer;18 bis unter 25;1750;1075;675
09162;      Kelheim (Lkr);Ausländer;25 bis unter 30;1777;1038;739
09162;      Kelheim (Lkr);Ausländer;30 bis unter 40;3489;2041;1448
09162;      Kelheim (Lkr);Ausländer;40 bis unter 50;2922;1667;1255
09162;      Kelheim (Lkr);Ausländer;50 bis unter 65;1941;1157;784
09162;      Kelheim (Lkr);Ausländer;65 oder älter;760;396;364
09162;      Kelheim (Lkr);Ausländer;Insgesamt;15155;8691;6464
09162;      Landshut (Lkr);Insgesamt;unter 6;9426;4838;4588
09162;      Landshut (Lkr);Insgesamt;6 bis unter 15;13825;7140;6685
09162;      Landshut (Lkr);Insgesamt;15 bis unter 18;4806;2469;2337
09162;      Landshut (Lkr);Insgesamt;18 bis unter 25;12446;6705;5741
09162;      Landshut (Lkr);Insgesamt;25 bis unter 30;9188;5001;4187
09162;      Landshut (Lkr);Insgesamt;30 bis unter 40;19788;10294;9494
09162;      Landshut (Lkr);Insgesamt;40 bis unter 50;22085;11288;10797
09162;      Landshut (Lkr);Insgesamt;50 bis unter 65;37604;19260;18344
09162;      Landshut (Lkr);Insgesamt;65 oder älter;29530;13524;16006
09162;      Landshut (Lkr);Insgesamt;Insgesamt;158698;80519;78179
09162;      Landshut (Lkr);Deutsche;unter 6;8454;4329;4125
09162;      Landshut (Lkr);Deutsche;6 bis unter 15;12731;6571;6160
09162;      Landshut (Lkr);Deutsche;15 bis unter 18;4468;2274;2194
09162;      Landshut (Lkr);Deutsche;18 bis unter 25;10765;5663;5102
09162;      Landshut (Lkr);Deutsche;25 bis unter 30;7468;3934;3534
09162;      Landshut (Lkr);Deutsche;30 bis unter 40;16161;8180;7981
09162;      Landshut (Lkr);Deutsche;40 bis unter 50;18888;9427;9461
09162;      Landshut (Lkr);Deutsche;50 bis unter 65;35426;17971;17455
09162;      Landshut (Lkr);Deutsche;65 oder älter;28706;13140;15566
09162;      Landshut (Lkr);Deutsche;Insgesamt;143067;71489;71578
09162;      Landshut (Lkr);Ausländer;unter 6;972;509;463
09163;      Landshut (Lkr);Ausländer;6 bis unter 15;1094;569;525
09163;      Landshut (Lkr);Ausländer;15 bis unter 18;338;195;143
09163;      Landshut (Lkr);Ausländer;18 bis unter 25;1681;1042;639
