code;name;nationality;agegroup;population_total;population_m;population_f
09163;      Landshut (Lkr);Ausländer;25 bis unter 30;1720;1067;653
09163;      Landshut (Lkr);Ausländer;30 bis unter 40;3627;2114;1513
09163;      Landshut (Lkr);Ausländer;40 bis unter 50;3197;1861;1336
09163;      Landshut (Lkr);Ausländer;50 bis unter 65;2178;1289;889
09163;      Landshut (Lkr);Ausländer;65 oder älter;824;384;440
09163;      Landshut (Lkr);Ausländer;Insgesamt;15631;9030;6601
09163;      Passau (Lkr);Insgesamt;unter 6;9818;4999;4819
09163;      Passau (Lkr);Insgesamt;6 bis unter 15;14842;7695;7147
09163;      Passau (Lkr);Insgesamt;15 bis unter 18;5624;2944;2680
09163;      Passau (Lkr);Insgesamt;18 bis unter 25;14727;7818;6909
09163;      Passau (Lkr);Insgesamt;25 bis unter 30;11009;5822;5187
09163;      Passau (Lkr);Insgesamt;30 bis unter 40;22292;11481;10811
09163;      Passau (Lkr);Insgesamt;40 bis unter 50;25007;12737;12270
09163;      Passau (Lkr);Insgesamt;50 bis unter 65;46460;23170;23290
09163;      Passau (Lkr);Insgesamt;65 oder älter;42264;18805;23459
09163;      Passau (Lkr);Insgesamt;Insgesamt;192043;95471;96572
09163;      Passau (Lkr);Deutsche;unter 6;8698;4435;4263
09163;      Passau (Lkr);Deutsche;6 bis unter 15;13626;7062;6564
09163;      Passau (Lkr);Deutsche;15 bis unter 18;5282;2756;2526
09163;      Passau (Lkr);Deutsche;18 bis unter 25;13126;6803;6323
09163;      Passau (Lkr);Deutsche;25 bis unter 30;9511;4949;4562
09163;      Passau (Lkr);Deutsche;30 bis unter 40;19077;9619;9458
09163;      Passau (Lkr);Deutsche;40 bis unter 50;21956;10980;10976
09163;      Passau (Lkr);Deutsche;50 bis unter 65;43998;21806;22192
09163;      Passau (Lkr);Deutsche;65 oder älter;41178;18251;22927
09163;      Passau (Lkr);Deutsche;Insgesamt;176452;86661;89791
09163;      Passau (Lkr);Ausländer;unter 6;1120;564;556
KS091;      Passau (Lkr);Ausländer;6 bis unter 15;1216;633;583
KS091;      Passau (Lkr);Ausländer;15 bis unter 18;342;188;154
KS091;      Passau (Lkr);Ausländer;18 bis unter 25;1601;1015;586
KS091;      Passau (Lkr);Ausländer;25 bis unter 30;1498;873;625
KS091;      Passau (Lkr);Ausländer;30 bis unter 40;3215;1862;1353
KS091;      Passau (Lkr);Ausländer;40 bis unter 50;3051;1757;1294
KS091;      Passau (Lkr);Ausländer;50 bis unter 65;2462;1364;1098
KS091;      Passau (Lkr);Ausländer;65 oder älter;1086;554;532
KS091;      Passau (Lkr);Ausländer;Insgesamt;15591;8810;6781
KS091;      Regen (Lkr);Insgesamt;unter 6;3974;2043;1931
KS091;      Regen (Lkr);Insgesamt;6 bis unter 15;5781;3019;2762
KS091;      Regen (Lkr);Insgesamt;15 bis unter 18;2231;1175;1056
KS091;      Regen (Lkr);Insgesamt;18 bis unter 25;5986;3206;2780
KS091;      Regen (Lkr);Insgesamt;25 bis unter 30;4566;2469;2097
KS091;      Regen (Lkr);Insgesamt;30 bis unter 40;8979;4708;4271
KS091;      Regen (Lkr);Insgesamt;40 bis unter 50;9754;4900;4854
KS091;      Regen (Lkr);Insgesamt;50 bis unter 65;19113;9552;9561
KS091;      Regen (Lkr);Insgesamt;65 oder älter;17272;7673;9599
KS091;      Regen (Lkr);Insgesamt;Insgesamt;77656;38745;38911
KS091;      Regen (Lkr);Deutsche;unter 6;3549;1823;1726
KS091;      Regen (Lkr);Deutsche;6 bis unter 15;5300;2777;2523
KS091;      Regen (Lkr);Deutsche;15 bis unter 18;2084;1100;984
KS091;      Regen (Lkr);Deutsche;18 bis unter 25;5367;2793;2574
KS091;      Regen (Lkr);Deutsche;25 bis unter 30;4092;2171;1921
KS091;      Regen (Lkr);Deutsche;30 bis unter 40;8056;4181;3875
KS091;      Regen (Lkr);Deutsche;40 bis unter 50;8739;4400;4339
KS091;      Regen (Lkr);Deutsche;50 bis unter 65;18447;9209;9238
KS091;      Regen (Lkr);Deutsche;65 oder älter;17010;7534;9476
KS091;      Regen (Lkr);Deutsche;Insgesamt;72644;35988;36656
KS091;      Regen (Lkr);Ausländer;unter 6;425;220;205
09171;      Regen (Lkr);Ausländer;6 bis unter 15;481;242;239
09171;      Regen (Lkr);Ausländer;15 bis unter 18;147;75;72
09171;      Regen (Lkr);Ausländer;18 bis unter 25;619;413;206
09171;      Regen (Lkr);Ausländer;25 bis unter 30;474;298;176
09171;      Regen (Lkr);Ausländer;30 bis unter 40;923;527;396
09171;      Regen (Lkr);Ausländer;40 bis unter 50;1015;500;515
09171;      Regen (Lkr);Ausländer;50 bis unter 65;666;343;323
09171;      Regen (Lkr);Ausländer;65 oder älter;262;139;123
09171;      Regen (Lkr);Ausländer;Insgesamt;5012;2757;2255
09171;      Rottal-Inn (Lkr);Insgesamt;unter 6;6414;3319;3095
09171;      Rottal-Inn (Lkr);Insgesamt;6 bis unter 15;9584;4924;4660
09171;      Rottal-Inn (Lkr);Insgesamt;15 bis unter 18;3558;1793;1765
09171;      Rottal-Inn (Lkr);Insgesamt;18 bis unter 25;9886;5292;4594
09171;      Rottal-Inn (Lkr);Insgesamt;25 bis unter 30;7246;3862;3384
09171;      Rottal-Inn (Lkr);Insgesamt;30 bis unter 40;14221;7317;6904
09171;      Rottal-Inn (Lkr);Insgesamt;40 bis unter 50;15427;7984;7443
09171;      Rottal-Inn (Lkr);Insgesamt;50 bis unter 65;28588;14376;14212
09171;      Rottal-Inn (Lkr);Insgesamt;65 oder älter;25735;11479;14256
09171;      Rottal-Inn (Lkr);Insgesamt;Insgesamt;120659;60346;60313
09171;      Rottal-Inn (Lkr);Deutsche;unter 6;5679;2943;2736
09171;      Rottal-Inn (Lkr);Deutsche;6 bis unter 15;8686;4483;4203
09171;      Rottal-Inn (Lkr);Deutsche;15 bis unter 18;3301;1652;1649
09171;      Rottal-Inn (Lkr);Deutsche;18 bis unter 25;8543;4434;4109
09171;      Rottal-Inn (Lkr);Deutsche;25 bis unter 30;5956;3071;2885
09171;      Rottal-Inn (Lkr);Deutsche;30 bis unter 40;11697;5876;5821
09171;      Rottal-Inn (Lkr);Deutsche;40 bis unter 50;13077;6611;6466
09171;      Rottal-Inn (Lkr);Deutsche;50 bis unter 65;26683;13305;13378
09171;      Rottal-Inn (Lkr);Deutsche;65 oder älter;25024;11130;13894
09171;      Rottal-Inn (Lkr);Deutsche;Insgesamt;108646;53505;55141
09171;      Rottal-Inn (Lkr);Ausländer;unter 6;735;376;359
09172;      Rottal-Inn (Lkr);Ausländer;6 bis unter 15;898;441;457
09172;      Rottal-Inn (Lkr);Ausländer;15 bis unter 18;257;141;116
09172;      Rottal-Inn (Lkr);Ausländer;18 bis unter 25;1343;858;485
09172;      Rottal-Inn (Lkr);Ausländer;25 bis unter 30;1290;791;499
09172;      Rottal-Inn (Lkr);Ausländer;30 bis unter 40;2524;1441;1083
09172;      Rottal-Inn (Lkr);Ausländer;40 bis unter 50;2350;1373;977
09172;      Rottal-Inn (Lkr);Ausländer;50 bis unter 65;1905;1071;834
09172;      Rottal-Inn (Lkr);Ausländer;65 oder älter;711;349;362
09172;      Rottal-Inn (Lkr);Ausländer;Insgesamt;12013;6841;5172
09172;      Straubing-Bogen (Lkr);Insgesamt;unter 6;5646;2918;2728
09172;      Straubing-Bogen (Lkr);Insgesamt;6 bis unter 15;8389;4223;4166
09172;      Straubing-Bogen (Lkr);Insgesamt;15 bis unter 18;3128;1686;1442
09172;      Straubing-Bogen (Lkr);Insgesamt;18 bis unter 25;7798;4187;3611
09172;      Straubing-Bogen (Lkr);Insgesamt;25 bis unter 30;5760;3061;2699
09172;      Straubing-Bogen (Lkr);Insgesamt;30 bis unter 40;12184;6299;5885
09172;      Straubing-Bogen (Lkr);Insgesamt;40 bis unter 50;13762;6971;6791
09172;      Straubing-Bogen (Lkr);Insgesamt;50 bis unter 65;24300;12397;11903
09172;      Straubing-Bogen (Lkr);Insgesamt;65 oder älter;19682;8885;10797
09172;      Straubing-Bogen (Lkr);Insgesamt;Insgesamt;100649;50627;50022
09172;      Straubing-Bogen (Lkr);Deutsche;unter 6;5058;2621;2437
09172;      Straubing-Bogen (Lkr);Deutsche;6 bis unter 15;7801;3911;3890
09172;      Straubing-Bogen (Lkr);Deutsche;15 bis unter 18;2972;1595;1377
09172;      Straubing-Bogen (Lkr);Deutsche;18 bis unter 25;6973;3663;3310
09172;      Straubing-Bogen (Lkr);Deutsche;25 bis unter 30;4889;2540;2349
09172;      Straubing-Bogen (Lkr);Deutsche;30 bis unter 40;10460;5277;5183
09172;      Straubing-Bogen (Lkr);Deutsche;40 bis unter 50;12251;6093;6158
09172;      Straubing-Bogen (Lkr);Deutsche;50 bis unter 65;23328;11829;11499
09172;      Straubing-Bogen (Lkr);Deutsche;65 oder älter;19413;8747;10666
09172;      Straubing-Bogen (Lkr);Deutsche;Insgesamt;93145;46276;46869
09172;      Straubing-Bogen (Lkr);Ausländer;unter 6;588;297;291
09173;      Straubing-Bogen (Lkr);Ausländer;6 bis unter 15;588;312;276
09173;      Straubing-Bogen (Lkr);Ausländer;15 bis unter 18;156;91;65
09173;      Straubing-Bogen (Lkr);Ausländer;18 bis unter 25;825;524;301
09173;      Straubing-Bogen (Lkr);Ausländer;25 bis unter 30;871;521;350
09173;      Straubing-Bogen (Lkr);Ausländer;30 bis unter 40;1724;1022;702
09173;      Straubing-Bogen (Lkr);Ausländer;40 bis unter 50;1511;878;633
09173;      Straubing-Bogen (Lkr);Ausländer;50 bis unter 65;972;568;404
09173;      Straubing-Bogen (Lkr);Ausländer;65 oder älter;269;138;131
09173;      Straubing-Bogen (Lkr);Ausländer;Insgesamt;7504;4351;3153
09173;      Dingolfing-Landau (Lkr);Insgesamt;unter 6;5327;2743;2584
09173;      Dingolfing-Landau (Lkr);Insgesamt;6 bis unter 15;7633;3932;3701
09173;      Dingolfing-Landau (Lkr);Insgesamt;15 bis unter 18;2865;1445;1420
09173;      Dingolfing-Landau (Lkr);Insgesamt;18 bis unter 25;7589;4182;3407
09173;      Dingolfing-Landau (Lkr);Insgesamt;25 bis unter 30;6531;3602;2929
09173;      Dingolfing-Landau (Lkr);Insgesamt;30 bis unter 40;12454;6729;5725
09173;      Dingolfing-Landau (Lkr);Insgesamt;40 bis unter 50;12811;6784;6027
09173;      Dingolfing-Landau (Lkr);Insgesamt;50 bis unter 65;22706;11674;11032
09173;      Dingolfing-Landau (Lkr);Insgesamt;65 oder älter;18301;8359;9942
09173;      Dingolfing-Landau (Lkr);Insgesamt;Insgesamt;96217;49450;46767
09173;      Dingolfing-Landau (Lkr);Deutsche;unter 6;4656;2407;2249
09173;      Dingolfing-Landau (Lkr);Deutsche;6 bis unter 15;6809;3512;3297
09173;      Dingolfing-Landau (Lkr);Deutsche;15 bis unter 18;2659;1329;1330
09173;      Dingolfing-Landau (Lkr);Deutsche;18 bis unter 25;6385;3397;2988
09173;      Dingolfing-Landau (Lkr);Deutsche;25 bis unter 30;4953;2652;2301
09173;      Dingolfing-Landau (Lkr);Deutsche;30 bis unter 40;9732;5089;4643
09173;      Dingolfing-Landau (Lkr);Deutsche;40 bis unter 50;10514;5344;5170
09173;      Dingolfing-Landau (Lkr);Deutsche;50 bis unter 65;21100;10649;10451
09173;      Dingolfing-Landau (Lkr);Deutsche;65 oder älter;17788;8089;9699
09173;      Dingolfing-Landau (Lkr);Deutsche;Insgesamt;84596;42468;42128
09173;      Dingolfing-Landau (Lkr);Ausländer;unter 6;671;336;335
09174;      Dingolfing-Landau (Lkr);Ausländer;6 bis unter 15;824;420;404
09174;      Dingolfing-Landau (Lkr);Ausländer;15 bis unter 18;206;116;90
09174;      Dingolfing-Landau (Lkr);Ausländer;18 bis unter 25;1204;785;419
09174;      Dingolfing-Landau (Lkr);Ausländer;25 bis unter 30;1578;950;628
09174;      Dingolfing-Landau (Lkr);Ausländer;30 bis unter 40;2722;1640;1082
09174;      Dingolfing-Landau (Lkr);Ausländer;40 bis unter 50;2297;1440;857
09174;      Dingolfing-Landau (Lkr);Ausländer;50 bis unter 65;1606;1025;581
09174;      Dingolfing-Landau (Lkr);Ausländer;65 oder älter;513;270;243
09174;      Dingolfing-Landau (Lkr);Ausländer;Insgesamt;11621;6982;4639
09174;    Landkreise Niederbayern;Insgesamt;unter 6;57877;29701;28176
09174;    Landkreise Niederbayern;Insgesamt;6 bis unter 15;85514;43969;41545
09174;    Landkreise Niederbayern;Insgesamt;15 bis unter 18;31867;16509;15358
LK092;    Landkreise Niederbayern;Insgesamt;18 bis unter 25;84653;45524;39129
LK092;    Landkreise Niederbayern;Insgesamt;25 bis unter 30;64223;34504;29719
LK092;    Landkreise Niederbayern;Insgesamt;30 bis unter 40;129058;67257;61801
LK092;    Landkreise Niederbayern;Insgesamt;40 bis unter 50;140830;72076;68754
LK092;    Landkreise Niederbayern;Insgesamt;50 bis unter 65;255124;128999;126125
LK092;    Landkreise Niederbayern;Insgesamt;65 oder älter;216715;97406;119309
LK092;    Landkreise Niederbayern;Insgesamt;Insgesamt;1065861;535945;529916
LK092;    Landkreise Niederbayern;Deutsche;unter 6;51488;26431;25057
LK092;    Landkreise Niederbayern;Deutsche;6 bis unter 15;78186;40181;38005
LK092;    Landkreise Niederbayern;Deutsche;15 bis unter 18;29678;15277;14401
LK092;    Landkreise Niederbayern;Deutsche;18 bis unter 25;73741;38605;35136
LK092;    Landkreise Niederbayern;Deutsche;25 bis unter 30;53381;27995;25386
LK092;    Landkreise Niederbayern;Deutsche;30 bis unter 40;107693;54858;52835
LK092;    Landkreise Niederbayern;Deutsche;40 bis unter 50;121655;61024;60631
LK092;    Landkreise Niederbayern;Deutsche;50 bis unter 65;241333;121049;120284
LK092;    Landkreise Niederbayern;Deutsche;65 oder älter;211450;94778;116672
LK092;    Landkreise Niederbayern;Deutsche;Insgesamt;968605;480198;488407
LK092;    Landkreise Niederbayern;Ausländer;unter 6;6389;3270;3119
LK092;    Landkreise Niederbayern;Ausländer;6 bis unter 15;7328;3788;3540
LK092;    Landkreise Niederbayern;Ausländer;15 bis unter 18;2189;1232;957
LK092;    Landkreise Niederbayern;Ausländer;18 bis unter 25;10912;6919;3993
LK092;    Landkreise Niederbayern;Ausländer;25 bis unter 30;10842;6509;4333
LK092;    Landkreise Niederbayern;Ausländer;30 bis unter 40;21365;12399;8966
LK092;    Landkreise Niederbayern;Ausländer;40 bis unter 50;19175;11052;8123
LK092;    Landkreise Niederbayern;Ausländer;50 bis unter 65;13791;7950;5841
LK092;    Landkreise Niederbayern;Ausländer;65 oder älter;5265;2628;2637
LK092;    Landkreise Niederbayern;Ausländer;Insgesamt;97256;55747;41509
092;  Niederbayern;Insgesamt;unter 6;66585;34120;32465
092;  Niederbayern;Insgesamt;6 bis unter 15;97542;50121;47421
092;  Niederbayern;Insgesamt;15 bis unter 18;36020;18640;17380
092;  Niederbayern;Insgesamt;18 bis unter 25;101027;53768;47259
092;  Niederbayern;Insgesamt;25 bis unter 30;78609;42226;36383
092;  Niederbayern;Insgesamt;30 bis unter 40;152716;79690;73026
092;  Niederbayern;Insgesamt;40 bis unter 50;162335;83081;79254
092;  Niederbayern;Insgesamt;50 bis unter 65;290789;146609;144180
092;  Niederbayern;Insgesamt;65 oder älter;252905;112554;140351
092;  Niederbayern;Insgesamt;Insgesamt;1238528;620809;617719
092;  Niederbayern;Deutsche;unter 6;58461;29979;28482
092;  Niederbayern;Deutsche;6 bis unter 15;88280;45373;42907
092;  Niederbayern;Deutsche;15 bis unter 18;33227;17081;16146
092;  Niederbayern;Deutsche;18 bis unter 25;86095;44459;41636
092;  Niederbayern;Deutsche;25 bis unter 30;63774;33363;30411
092;  Niederbayern;Deutsche;30 bis unter 40;125117;63819;61298
092;  Niederbayern;Deutsche;40 bis unter 50;137879;69217;68662
092;  Niederbayern;Deutsche;50 bis unter 65;273026;136531;136495
092;  Niederbayern;Deutsche;65 oder älter;245712;109065;136647
092;  Niederbayern;Deutsche;Insgesamt;1111571;548887;562684
092;  Niederbayern;Ausländer;unter 6;8124;4141;3983
092;  Niederbayern;Ausländer;6 bis unter 15;9262;4748;4514
092;  Niederbayern;Ausländer;15 bis unter 18;2793;1559;1234
092;  Niederbayern;Ausländer;18 bis unter 25;14932;9309;5623
092;  Niederbayern;Ausländer;25 bis unter 30;14835;8863;5972
092;  Niederbayern;Ausländer;30 bis unter 40;27599;15871;11728
092;  Niederbayern;Ausländer;40 bis unter 50;24456;13864;10592
092;  Niederbayern;Ausländer;50 bis unter 65;17763;10078;7685
092;  Niederbayern;Ausländer;65 oder älter;7193;3489;3704
092;  Niederbayern;Ausländer;Insgesamt;126957;71922;55035
09361;      Amberg (Krfr.St);Insgesamt;unter 6;2077;1022;1055
09361;      Amberg (Krfr.St);Insgesamt;6 bis unter 15;3077;1635;1442
09361;      Amberg (Krfr.St);Insgesamt;15 bis unter 18;1139;567;572
09361;      Amberg (Krfr.St);Insgesamt;18 bis unter 25;3207;1728;1479
09361;      Amberg (Krfr.St);Insgesamt;25 bis unter 30;2804;1560;1244
09361;      Amberg (Krfr.St);Insgesamt;30 bis unter 40;5189;2832;2357
09361;      Amberg (Krfr.St);Insgesamt;40 bis unter 50;4991;2546;2445
09361;      Amberg (Krfr.St);Insgesamt;50 bis unter 65;9649;4713;4936
09361;      Amberg (Krfr.St);Insgesamt;65 oder älter;9837;4070;5767
09361;      Amberg (Krfr.St);Insgesamt;Insgesamt;41970;20673;21297
09361;      Amberg (Krfr.St);Deutsche;unter 6;1768;863;905
09361;      Amberg (Krfr.St);Deutsche;6 bis unter 15;2664;1398;1266
09361;      Amberg (Krfr.St);Deutsche;15 bis unter 18;1013;496;517
09361;      Amberg (Krfr.St);Deutsche;18 bis unter 25;2685;1386;1299
09361;      Amberg (Krfr.St);Deutsche;25 bis unter 30;2284;1256;1028
09361;      Amberg (Krfr.St);Deutsche;30 bis unter 40;4262;2300;1962
09361;      Amberg (Krfr.St);Deutsche;40 bis unter 50;4208;2105;2103
09361;      Amberg (Krfr.St);Deutsche;50 bis unter 65;8985;4352;4633
09361;      Amberg (Krfr.St);Deutsche;65 oder älter;9532;3941;5591
09361;      Amberg (Krfr.St);Deutsche;Insgesamt;37401;18097;19304
09361;      Amberg (Krfr.St);Ausländer;unter 6;309;159;150
09361;      Amberg (Krfr.St);Ausländer;6 bis unter 15;413;237;176
09361;      Amberg (Krfr.St);Ausländer;15 bis unter 18;126;71;55
09361;      Amberg (Krfr.St);Ausländer;18 bis unter 25;522;342;180
09361;      Amberg (Krfr.St);Ausländer;25 bis unter 30;520;304;216
09361;      Amberg (Krfr.St);Ausländer;30 bis unter 40;927;532;395
09361;      Amberg (Krfr.St);Ausländer;40 bis unter 50;783;441;342
09361;      Amberg (Krfr.St);Ausländer;50 bis unter 65;664;361;303
09361;      Amberg (Krfr.St);Ausländer;65 oder älter;305;129;176
09361;      Amberg (Krfr.St);Ausländer;Insgesamt;4569;2576;1993
09362;      Regensburg (Krfr.St);Insgesamt;unter 6;8257;4232;4025
09362;      Regensburg (Krfr.St);Insgesamt;6 bis unter 15;10403;5335;5068
09362;      Regensburg (Krfr.St);Insgesamt;15 bis unter 18;3272;1687;1585
09362;      Regensburg (Krfr.St);Insgesamt;18 bis unter 25;15557;7365;8192
09362;      Regensburg (Krfr.St);Insgesamt;25 bis unter 30;16780;8469;8311
09362;      Regensburg (Krfr.St);Insgesamt;30 bis unter 40;25605;13346;12259
09362;      Regensburg (Krfr.St);Insgesamt;40 bis unter 50;18745;9370;9375
09362;      Regensburg (Krfr.St);Insgesamt;50 bis unter 65;27869;13584;14285
09362;      Regensburg (Krfr.St);Insgesamt;65 oder älter;26122;10837;15285
09362;      Regensburg (Krfr.St);Insgesamt;Insgesamt;152610;74225;78385
09362;      Regensburg (Krfr.St);Deutsche;unter 6;6762;3455;3307
09362;      Regensburg (Krfr.St);Deutsche;6 bis unter 15;8862;4528;4334
09362;      Regensburg (Krfr.St);Deutsche;15 bis unter 18;2743;1396;1347
09362;      Regensburg (Krfr.St);Deutsche;18 bis unter 25;11963;5414;6549
09362;      Regensburg (Krfr.St);Deutsche;25 bis unter 30;12996;6415;6581
09362;      Regensburg (Krfr.St);Deutsche;30 bis unter 40;19886;10214;9672
09362;      Regensburg (Krfr.St);Deutsche;40 bis unter 50;14476;7206;7270
09362;      Regensburg (Krfr.St);Deutsche;50 bis unter 65;24623;11863;12760
09362;      Regensburg (Krfr.St);Deutsche;65 oder älter;24708;10198;14510
09362;      Regensburg (Krfr.St);Deutsche;Insgesamt;127019;60689;66330
09362;      Regensburg (Krfr.St);Ausländer;unter 6;1495;777;718
09362;      Regensburg (Krfr.St);Ausländer;6 bis unter 15;1541;807;734
09362;      Regensburg (Krfr.St);Ausländer;15 bis unter 18;529;291;238
09362;      Regensburg (Krfr.St);Ausländer;18 bis unter 25;3594;1951;1643
09362;      Regensburg (Krfr.St);Ausländer;25 bis unter 30;3784;2054;1730
09362;      Regensburg (Krfr.St);Ausländer;30 bis unter 40;5719;3132;2587
09362;      Regensburg (Krfr.St);Ausländer;40 bis unter 50;4269;2164;2105
09362;      Regensburg (Krfr.St);Ausländer;50 bis unter 65;3246;1721;1525
09362;      Regensburg (Krfr.St);Ausländer;65 oder älter;1414;639;775
09362;      Regensburg (Krfr.St);Ausländer;Insgesamt;25591;13536;12055
09363;      Weiden i.d.OPf. (Krfr.St);Insgesamt;unter 6;2144;1075;1069
09363;      Weiden i.d.OPf. (Krfr.St);Insgesamt;6 bis unter 15;2994;1524;1470
09363;      Weiden i.d.OPf. (Krfr.St);Insgesamt;15 bis unter 18;1169;587;582
09363;      Weiden i.d.OPf. (Krfr.St);Insgesamt;18 bis unter 25;3553;1896;1657
09363;      Weiden i.d.OPf. (Krfr.St);Insgesamt;25 bis unter 30;2904;1529;1375
09363;      Weiden i.d.OPf. (Krfr.St);Insgesamt;30 bis unter 40;5117;2627;2490
09363;      Weiden i.d.OPf. (Krfr.St);Insgesamt;40 bis unter 50;5100;2469;2631
09363;      Weiden i.d.OPf. (Krfr.St);Insgesamt;50 bis unter 65;9675;4745;4930
09363;      Weiden i.d.OPf. (Krfr.St);Insgesamt;65 oder älter;9864;4090;5774
09363;      Weiden i.d.OPf. (Krfr.St);Insgesamt;Insgesamt;42520;20542;21978
09363;      Weiden i.d.OPf. (Krfr.St);Deutsche;unter 6;1731;864;867
